-DOCSTART- -X- -X- O
wood NN I-PP O
, , O O
with IN B-PP O
a DT I-PP O
sharpened VVN I-PP O
head NN I-PP O
. . O O

In IN I-PP O
biology NN I-PP O
, , O O
a DT B-NP O
Species NP I-NP B-TERM
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT I-PP O
JJ ADJP O O
units NNS B-NP O
of IN B-PP O
biological JJ B-NP B-HYPER
classification NN I-NP I-HYPER
and CC O O
a DT B-NP O
taxonomic JJ B-NP B-HYPER
rank NN I-NP I-HYPER
. . O O

A DT I-NP O
Spectrum NP I-NP B-TERM
( ( O O
plural JJ B-NP O
spectra NN I-NP O
or CC I-NP O
spectrums NNS I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
condition NN B-NP B-HYPER
that WDT B-NP O
is VBZ B-VP O
not RB I-VP O
limited VVN I-VP O
to TO B-PP O
a DT I-PP O
specific JJ I-PP O
set NN I-PP O
of IN I-PP O
values NNS I-PP O
but CC O O
can MD B-VP O
vary VV I-VP O
RB ADVP O O
within IN B-PP O
a DT I-PP O
continuum NN I-PP O
. . O O

A DT B-NP O
Spice NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
dried VVN I-NP I-GENUS
seed NN B-NP B-HYPER
, , O O
fruit NN B-NP B-HYPER
, , O O
root NN B-NP B-HYPER
, , O O
bark NN B-NP B-HYPER
or CC B-NP O
vegetative JJ B-NP B-HYPER
substance NN I-NP I-HYPER
used VVN B-VP O
in IN B-PP O
nutritionally RB I-PP O
insignificant JJ I-PP O
quantities NNS I-PP O
as IN I-PP O
a DT I-PP O
food NN I-PP O
additive NN I-PP O
for IN I-PP O
the DT I-PP O
purpose NN I-PP O
of IN I-PP O
flavoring NN I-PP O
, , O O
and CC O O
RB ADVP O O
as IN B-PP O
a DT I-PP O
preservative NN I-PP O
by IN I-PP O
killing VVG B-VP O
or CC I-VP O
preventing VVG I-VP O
the DT B-NP O
growth NN I-NP O
of IN B-PP O
harmful JJ I-PP O
bacteria NNS I-PP O
. . O O

A DT B-NP O
Spoonerism NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
play NN B-NP B-HYPER
on IN B-PP O
words NNS I-PP O
in IN I-PP O
which WDT I-PP O
corresponding JJ B-NP O
consonants NNS I-NP O
, , O O
vowels NNS B-NP O
, , O O
or CC O O
morphemes NNS B-NP O
are VBP B-VP O
switched VVN I-VP O
( ( O O
see VV B-VP O
metathesis NN B-NP O
) ) O O
. . O O

A DT I-NP O
Squirrel NP I-NP B-TERM
is VBZ B-VP O
any DT B-NP O
one NN I-NP O
of IN B-PP O
the DT B-PP B-GENUS
many JJ I-PP I-GENUS
small JJ I-PP I-GENUS
or CC O I-GENUS
JJ ADJP O I-GENUS
rodents NNS B-NP B-HYPER
in IN B-PP O
the DT I-PP O
family NN I-PP O
Sciuridae NP B-NP O
. . O O

A DT I-NP O
Stalactite NP I-NP B-TERM
( ( I-NP O
Greek JJ I-NP O
stalaktites NN I-NP O
, , O O
( ( O O
) ) O O
, , O O
from IN B-PP O
the DT I-PP O
word NN I-PP O
for IN I-PP O
" `` O O
drip NN B-NP O
" '' O O
and CC O O
meaning NN B-NP O
" '' O O
that IN O O
which WDT B-NP O
drips NNS I-NP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP O
type NN I-NP O
of IN B-PP O
speleothem NN B-NP B-HYPER
( ( B-NP O
secondary JJ I-NP O
mineral NN I-NP O
) ) O O
that WDT B-NP O
hangs VVZ B-VP O
from IN B-PP O
the DT I-PP O
ceiling NN I-PP O
or CC I-PP O
wall NN I-PP O
of IN I-PP O
limestone NN I-PP O
caves NNS I-PP O
. . O O

In IN I-PP O
poetry NN I-PP O
, , O O
a DT B-NP O
Stanza NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
unit NN B-NP B-HYPER
within IN B-PP O
a DT I-PP O
larger JJR I-PP O
poem NN B-NP O
. . O O

In IN I-PP O
the DT I-PP O
fictional JJ I-PP O
universe NN I-PP O
of IN I-PP O
Star NP I-PP O
Trek NP I-PP O
, , O O
Starfleet NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
defense NN B-NP B-HYPER
, , O O
research NN B-NP B-HYPER
, , O O
diplomacy NN B-NP B-HYPER
, , O O
and CC O O
exploration NN B-NP B-HYPER
force NN I-NP I-HYPER
of IN B-PP O
the DT I-PP O
United NP I-PP O
Federation NP I-PP O
of IN I-PP O
Planets NP I-PP O
( ( O O
UFP NP B-NP O
) ) O O
. . O O

A DT B-NP O
State NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
political JJ B-NP B-HYPER
association NN I-NP I-HYPER
with IN B-PP O
effective JJ I-PP O
sovereignty NN I-PP O
over IN I-PP O
a DT I-PP O
geographic JJ I-PP O
area NN I-PP O
. . O O

A DT B-NP O
Statite NP I-NP B-TERM
( ( O O
a DT B-NP O
portmanteau NN I-NP O
of IN B-PP O
static JJ I-PP O
and CC I-PP O
satellite NN I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP O
hypothetical JJ I-NP O
type NN I-NP O
of IN B-PP O
artificial NN B-PP B-GENUS
satellite NN B-NP B-HYPER
that WDT B-NP O
employs VVZ B-VP O
a DT B-NP O
solar JJ I-NP O
sail NN I-NP O
to TO B-VP O
continuously RB I-VP O
modify VV I-VP O
its PP$ B-NP O
orbit NN I-NP O
in IN B-PP O
ways NNS I-PP O
that IN O O
gravity NN B-NP O
RB ADVP O O
would MD B-VP O
not RB I-VP O
allow VV I-VP O
. . O O

In IN B-PP O
poker NN I-PP O
, , O O
the DT B-NP O
term NN I-NP O
Steal NN I-NP B-TERM
is VBZ B-VP O
often RB I-VP O
used VVN I-VP O
as IN B-PP O
merely RB I-PP O
a DT I-PP O
synonym NN I-PP O
for IN I-PP O
bluff NN B-NP B-HYPER
, , O O
but CC O O
there EX B-NP O
is VBZ B-VP O
a DT B-NP O
more RBR I-NP O
specific JJ I-NP O
use NN I-NP O
of IN B-PP O
the DT I-PP O
term NN I-PP O
which WDT B-NP O
is VBZ B-VP O
also RB I-VP O
called VVN I-VP O
an DT B-NP O
" `` I-NP O
ante NN I-NP O
steal VV B-VP O
" '' O O
or CC O O
" `` O O
JJ ADJP O O
steal VV B-VP O
" '' O O
( ( O O
depending VVG B-VP O
on IN B-PP O
whether IN O O
the DT B-NP O
game NN I-NP O
being VBG B-VP O
played VVN B-NP O
uses NNS I-NP O
antes NNS I-NP O
or CC O O
blinds NNS B-NP O
) ) O O
. . O O

In IN B-PP O
physical JJ I-PP O
chemistry NN I-PP O
, , O O
and CC O O
in IN B-PP O
engineering NN I-PP O
, , I-PP O
Steam NP I-PP B-TERM
refers VVZ B-VP O
to TO I-VP O
vaporized VVN B-VP B-GENUS
water NN B-NP B-HYPER
. . O O

Henri-Marie NP I-NP O
Beyle NP I-NP O
( ( O O
January NP B-NP O
23 CD I-NP O
, , I-NP O
1783 CD I-NP O
- : O O
March NP B-NP O
23 CD I-NP O
, , I-NP O
1842 CD I-NP O
) ) O O
, , O O
RBR ADJP O O
known VVN B-VP O
by IN B-PP O
his PP$ I-PP O
penname NN I-PP O
Stendhal NP B-NP B-TERM
, , O O
was VBD B-VP O
a DT B-NP B-GENUS
19th-century JJ I-NP I-GENUS
French NNS I-NP I-GENUS
writer NN B-NP B-HYPER
. . O O

The DT B-NP O
term NN I-NP O
Strategos NP I-NP B-TERM
( ( O O
plural JJ B-NP O
strategoi NNS I-NP O
; : O O
Greek JJ B-NP O
JJ ADJP O O
; : O O
) ) B-NP O
( ( I-NP O
literally RB B-VP O
meaning VVG I-VP O
" `` O O
army NN B-NP O
leader NN I-NP O
" '' O O
) ) O O
is VBZ B-VP O
used VVN I-VP O
in IN B-PP O
Greek NP I-PP O
to TO B-VP O
mean VV I-VP O
" '' O B-GENUS
general NN B-NP B-HYPER
" '' B-NP O
. . O O

A DT B-NP O
Strategy NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
long JJ I-NP I-GENUS
term NN I-NP I-GENUS
plan NN B-NP B-HYPER
of IN B-PP O
action NN I-PP O
designed VVN B-VP O
to TO I-VP O
achieve VV I-VP O
a DT B-NP O
particular JJ I-NP O
goal NN I-NP O
, , O O
RBS ADVP O O
RB ADVP O O
" `` O O
winning VVG B-VP O
. SENT O O
" `` O O
Strategy NN B-NP O
is VBZ B-VP O
differentiated VVN I-VP O
from IN B-PP O
tactics NNS I-PP O
or CC O O
immediate JJ B-NP O
actions NNS I-NP O
with IN B-PP O
resources NNS I-PP O
at IN I-PP O
hand NN I-PP O
by IN I-PP O
its PP$ I-PP O
nature NN I-PP O
of IN I-PP O
being VBG B-VP O
extensively RB B-NP O
premeditated VVN I-NP O
, , O O
and CC O O
often RB B-VP O
practically RB I-VP O
rehearsed VVN I-VP O
. . O O

In IN B-PP O
computer NN I-PP O
programming NN I-PP O
and CC O O
some DT B-NP O
branches NNS I-NP O
of IN B-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
String NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP O
ordered VVN I-NP O
sequence NN I-NP O
of IN B-PP O
symbols NNS B-PP B-HYPER
. . O O

Structuralism NN I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
approach NN B-NP B-HYPER
to TO B-PP O
the DT I-PP O
human JJ I-PP O
sciences NNS I-PP O
that WDT B-NP O
attempts VVZ B-VP O
to TO I-VP O
analyze VV I-VP O
a DT B-NP O
specific JJ I-NP O
field NN I-NP O
( ( O O
for IN B-PP O
instance NN I-PP O
, , O O
mythology NN B-NP O
) ) O O
as IN B-PP O
a DT I-PP O
complex JJ I-PP O
system NN I-PP O
of IN I-PP O
interrelated VVN I-PP O
parts NNS I-PP O
. . O O

The DT B-NP O
term NN I-NP O
Stuttering NP I-NP B-TERM
is VBZ B-VP O
RBS ADJP O O
commonly RB B-VP O
associated VVN I-VP O
with IN B-PP O
JJ ADJP O B-GENUS
sound JJ B-NP B-HYPER
repetition NN I-NP I-HYPER
, , O O
but CC O O
it PP B-NP O
RB ADVP O O
encompasses VVZ B-VP O
the DT B-NP O
abnormal JJ I-NP O
hesitation NN I-NP O
or CC O O
pausing VVG B-VP O
before IN B-PP O
speech NN I-PP O
, , O O
referred VVD B-VP O
to TO B-PP O
by IN I-PP O
stutterers NNS I-PP O
as IN I-PP O
blocks NNS I-PP O
, , O O
and CC O O
the DT B-NP O
prolongation NN I-NP O
of IN B-PP O
certain JJ I-PP O
sounds NNS I-PP O
, , O O
RB ADVP O O
vowels NNS B-NP O
. . O O

A DT I-NP O
Subcontinent NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
RB ADJP O I-GENUS
landmass NN B-NP B-HYPER
, , O O
such JJ B-NP O
as IN B-PP O
India NP I-PP O
, , O O
that WDT B-NP O
is VBZ B-VP O
part NN B-NP O
of IN B-PP O
a DT I-PP O
continent NN I-PP O
but CC O O
is VBZ B-VP O
considered VVN I-VP O
either CC O O
RB ADVP O O
CC ADVP O O
RB ADVP O O
as IN O O
an DT B-NP O
independent JJ I-NP O
entity NN I-NP O
. . O O

A DT I-NP O
Subject NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
observer NN B-NP B-HYPER
and CC B-VP O
an DT B-NP O
object NN I-NP O
is VBZ B-VP O
a DT B-NP O
thing NN I-NP O
observed VVD B-VP O
. . O O

In IN B-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Subring NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
subset NN I-NP O
of IN B-PP O
a DT B-PP B-GENUS
ring NN B-NP B-HYPER
, , O O
which WDT B-NP O
contains VVZ B-VP O
the DT B-NP O
multiplicative JJ I-NP O
identity NN I-NP O
and CC O O
is VBZ B-VP O
itself PP B-NP O
a DT I-NP O
ring NN I-NP O
under IN B-PP O
the DT I-PP O
same JJ I-PP O
binary JJ I-PP O
operations NNS I-PP O
. . O O

A DT B-NP O
Subtitle NP I-NP B-TERM
can MD B-VP O
refer VV I-VP O
to TO I-VP O
titling VVG B-VP B-HYPER
, , O O
an DT B-NP O
explanatory JJ I-NP O
or CC I-NP O
alternate JJ I-NP O
title NN I-NP O
of IN B-PP O
a DT I-PP O
book NN I-PP O
, , I-PP O
play NN I-PP O
, , I-PP O
film NN I-PP O
, , I-PP O
musical JJ I-PP O
work NN I-PP O
, , O O
. . O O

In IN B-PP O
the DT I-PP O
United NP I-PP O
States NPS I-PP O
, , O O
Canada NP B-NP O
, , O O
and CC O O
most JJS B-NP O
of IN B-PP O
Western NP I-PP O
Europe NP I-PP O
the DT B-NP O
word NN I-NP O
Suburb NN I-NP B-TERM
RB ADVP O O
refers VVZ B-VP O
to TO B-PP O
a DT B-PP B-GENUS
separate JJ B-NP B-HYPER
municipality NN I-NP I-HYPER
, , O O
borough NN B-NP O
, , O O
or CC O O
unincorporated JJ B-NP O
area NN I-NP O
outside IN B-PP O
a DT I-PP O
central JJ I-PP O
town NN I-PP O
or CC I-PP O
city NN I-PP O
. . O O

In IN I-PP O
Western JJ I-PP O
medieval JJ I-PP O
legend NN I-PP O
, , O O
a DT B-NP O
Succubus NP I-NP B-TERM
( ( O O
plural JJ B-NP O
succubi NNS I-NP O
) ) O O
or CC O O
succuba NP B-NP O
( ( O O
plural JJ B-NP O
succubae NNS I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
demon NN B-NP B-HYPER
, , O O
who WP B-NP O
takes VVZ B-VP O
the DT B-NP O
form NN I-NP O
of IN B-PP O
a DT I-PP O
beautiful JJ I-PP O
woman NN I-PP O
to TO B-VP O
seduce VV I-VP O
men NNS B-NP O
, , O O
RB ADVP O O
monks NNS B-NP O
, , O O
in IN B-PP O
dreams NNS I-PP O
to TO B-VP O
have VH I-VP O
sexual JJ B-NP O
intercourse NN I-NP O
. . O O

The DT I-NP O
Sudetes NP I-NP B-TERM
( ( O O
/suːˈdiːtiːz/ NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
mountain NN B-NP B-HYPER
range NN I-NP I-HYPER
in IN B-PP O
Central NP I-PP O
Europe NP I-PP O
. . O O

The DT B-NP O
Suebi NP I-NP B-TERM
or CC I-NP O
Suevi NP I-NP O
were VBD B-VP O
a DT B-NP O
group NN I-NP O
of IN B-PP O
JJ ADJP O B-GENUS
peoples NNS B-NP B-HYPER
who WP B-NP O
were VBD B-VP O
RB ADVP O O
mentioned VVN B-VP O
by IN B-PP O
Julius NP I-PP O
Caesar NP I-PP O
in IN I-PP O
connection NN I-PP O
with IN I-PP O
Ariovistus NP I-PP O
' POS I-PP O
campaign NN B-NP O
, , O O
. . O O

Sumba NN B-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
island NN B-NP B-HYPER
in IN B-PP O
Indonesia NP I-PP O
, , O O
and CC O O
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT I-PP O
Lesser NP I-PP O
Sunda NP I-PP O
Islands NPS I-PP O
. . O O

The DT B-NP O
Sun NP I-NP B-TERM
( ( O O
Sol NP B-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
star NN B-NP B-HYPER
at IN B-PP O
the DT I-PP O
center NN I-PP O
of IN I-PP O
the DT I-PP O
Solar NP I-PP O
System NP I-PP O
. . O O

A DT B-NP O
Sunspot NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
region NN B-NP B-HYPER
on IN B-PP O
the DT I-PP O
Sun NP I-PP O
's POS I-PP O
surface NN I-PP O
( ( O O
photosphere NN B-NP O
) ) O O
that WDT B-NP O
is VBZ B-VP O
marked VVN I-VP O
by IN B-PP O
a DT I-PP O
lower JJR I-PP O
temperature NN I-PP O
than IN I-PP O
its PP$ I-PP O
surroundings NN I-PP O
and CC O O
has VHZ B-VP O
intense JJ B-NP O
magnetic JJ I-NP O
activity NN I-NP O
, , O O
which WDT B-NP O
inhibits VVZ B-VP O
convection NN B-NP O
, , O O
forming VVG B-VP O
areas NNS B-NP O
of IN B-PP O
reduced JJ I-PP O
surface NN I-PP O
temperature NN I-PP O
. . O O

In IN I-PP O
geology NN I-PP O
, , O O
a DT B-NP O
Supercontinent NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
landmass NN B-NP B-HYPER
comprising VVG B-VP O
JJR ADJP O O
than IN B-PP O
one CD I-PP O
continental JJ I-PP O
core NN I-PP O
, , O O
or CC O O
craton NN B-NP O
. . O O

A DT I-NP O
Supernova NP I-NP B-TERM
( ( O O
plural NN B-NP O
: : O O
supernovae NNS B-NP O
or CC I-NP O
supernovas NNS I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
stellar JJ B-NP B-HYPER
explosion NN I-NP I-HYPER
. . O O

A DT B-NP O
Supervolcano NP I-NP B-TERM
or CC O O
super JJ B-NP O
volcanic JJ I-NP O
eruption NN I-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
volcanic JJ B-NP B-HYPER
eruption NN I-NP I-HYPER
which WDT B-NP O
is VBZ B-VP O
orders NNS B-NP O
of IN B-PP O
magnitude NN I-PP O
greater JJR B-NP O
than IN B-PP O
any DT I-PP O
volcano NN I-PP O
in IN I-PP O
historic JJ I-PP O
times NNS I-PP O
( ( O O
> SYM O O
; : O O
200 CD B-NP O
cubic JJ I-NP O
kilometers NNS I-NP O
) ) O O
. . O O

In IN B-PP O
mathematics NN I-PP O
, , O O
RB ADVP O O
in IN B-PP O
topology NN I-PP O
, , O O
a DT B-NP O
Surface NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
manifold NN B-NP B-HYPER
. . O O

A DT I-NP O
Switch NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
mechanical JJ B-NP B-HYPER
device NN I-NP I-HYPER
used VVN B-VP O
to TO I-VP O
connect VV I-VP O
and CC I-VP O
disconnect VV I-VP O
a DT B-NP O
circuit NN I-NP O
at IN B-PP O
will NN I-PP O
. . O O

A DT B-NP O
Sword NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
long-edged NN I-NP I-GENUS
piece NN B-NP B-HYPER
of IN B-PP I-HYPER
metal NN I-PP I-HYPER
, , O O
used VVN B-VP O
as IN B-PP O
a DT I-PP O
cutting VVG I-PP O
and/ NN I-PP O
or CC O O
thrusting VVG B-VP O
weapon NN B-NP O
in IN B-PP O
many JJ I-PP O
civilizations NNS I-PP O
throughout IN I-PP O
the DT I-PP O
world NN I-PP O
. . O O

In IN I-PP O
music NN I-PP O
, , O O
Syncopation NP B-NP B-TERM
includes VVZ B-VP O
a DT B-NP O
variety NN I-NP O
of IN B-PP O
rhythms NNS B-PP B-HYPER
which WDT B-NP O
are VBP B-VP O
in IN B-PP O
some DT I-PP O
way NN I-PP O
unexpected JJ B-NP O
in IN B-PP O
that WDT I-PP O
they PP B-NP O
deviate VV B-VP O
from IN B-PP O
the DT I-PP O
strict JJ I-PP O
succession NN I-PP O
of IN I-PP O
regularly RB I-PP O
spaced VVN I-PP O
strong JJ I-PP O
and CC I-PP O
weak JJ I-PP O
beats NNS I-PP O
in IN I-PP O
a DT I-PP O
meter NN I-PP O
( ( O O
pulse NN B-NP O
) ) O O
. . O O

In IN B-PP O
linguistics NN I-PP O
, , O O
Syntax NP B-NP B-TERM
( ( O O
from IN B-PP O
Ancient JJ I-PP O
Greek JJ I-PP O
lang JJ I-PP O
syn- NN I-PP O
, , O O
" `` O O
RB ADVP O O
" '' O O
, , O O
and CC O O
lang JJ B-NP O
tÃƒâˆžÃ‚Â¡xis NN I-NP O
, , O O
" `` O O
arrangement NN B-NP O
" '' O O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
study NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
principles NNS I-PP O
and CC I-PP O
rules NNS I-PP O
for IN I-PP O
constructing VVG B-VP O
sentences NNS B-NP O
in IN B-PP O
natural JJ I-PP O
languages NNS I-PP O
. . O O

In IN I-PP O
classical JJ I-PP O
mythology NN I-PP O
, , O O
Syrinx NP B-NP B-TERM
( ( O O
Greek JJ B-NP O
Συριγξ NN B-NP O
) ) O O
was VBD B-VP O
a DT B-NP B-GENUS
nymph NN B-NP B-HYPER
and CC B-VP O
a DT B-NP O
follower NN I-NP O
of IN B-PP O
Artemis NP I-PP O
, , O O
known VVN B-VP O
for IN B-PP O
her PP$ I-PP O
chastity NN I-PP O
. . O O

The DT B-NP O
TARDIS NP I-NP B-TERM
( ( O O
Time NP B-NP O
And CC O O
Relative NP B-NP O
Dimension(s NP I-NP O
) ) O O
In IN B-PP O
Space NP I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
time NN B-NP B-HYPER
machine NN I-NP I-HYPER
and CC B-NP O
spacecraft NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
British JJ I-PP O
science NN I-PP O
fiction NN I-PP O
television NN I-PP O
programme NN I-PP O
Doctor NP I-PP O
Who WP B-NP O
. . O O

TWERPS NN I-NP B-TERM
( ( O O
'The NP B-NP O
World NP I-NP O
's POS I-NP O
Easiest NP I-NP O
Role-Playing NP I-NP O
System NP I-NP O
' POS I-NP O
) ) I-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
minimalist JJ I-NP I-GENUS
role-playing NN I-NP I-GENUS
game NN B-NP B-HYPER
( ( B-NP O
RPG NP I-NP O
) ) I-NP O
originally RB B-VP O
created VVN I-VP O
by IN B-PP O
Reindeer NP I-PP O
Games NPS I-PP O
( ( O O
whose WP$ B-NP O
sole JJ I-NP O
product NN I-NP O
was VBD B-VP O
the DT B-NP O
TWERPS NP I-NP O
line NN I-NP O
) ) O O
and CC O O
distributed VVN B-VP O
by IN B-PP O
Gamescience NP I-PP O
. . O O

A DT B-NP O
Taco NP I-NP B-TERM
( ( O O
/ˈtɑːkoʊ/ NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
traditional JJ I-NP I-GENUS
Mexican NP I-NP I-GENUS
dish NN B-NP B-HYPER
composed VVN B-VP O
of IN B-PP O
a DT I-PP O
rolled VVN B-VP O
, , O O
folded VVD B-VP O
, , O O
pliable JJ B-NP O
maize NN I-NP O
or CC I-NP O
wheat NN I-NP O
tortilla NN I-NP O
that WDT I-NP O
can MD B-VP O
be VB I-VP O
filled VVN I-VP O
with IN B-PP O
a DT I-PP O
wide JJ I-PP O
variety NN I-PP O
of IN I-PP O
edible JJ I-PP O
substances NNS I-PP O
. . O O

The DT B-NP O
Talmud NP I-NP B-TERM
( ( O O
Hebrew NP B-NP O
: : O O
JJ ADJP O O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
record NN B-NP B-HYPER
of IN B-PP O
rabbinic JJ B-NP O
discussions NNS I-NP O
pertaining VVG B-VP O
to TO B-PP O
Jewish JJ I-PP O
law NN I-PP O
, , O O
ethics NNS B-NP O
, , O O
customs NNS B-NP O
, , O O
and CC O O
history NN B-NP O
. . O O

A DT B-NP O
Tank NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
tracked JJ I-NP I-GENUS
, , I-NP I-GENUS
armoured JJ I-NP I-GENUS
fighting NN I-NP I-GENUS
vehicle NN B-NP B-HYPER
designed VVN B-VP O
for IN B-PP O
front-line NN I-PP O
combat NN I-PP O
and CC O O
combines VVZ B-VP O
strong JJ B-NP O
strategic JJ I-NP O
and CC I-NP O
tactical JJ I-NP O
offensive JJ I-NP O
and CC I-NP O
defensive JJ I-NP O
capabilities NNS I-NP O
. . O O

Tarragon NN I-NP B-TERM
or CC I-NP O
dragon's-wort NN I-NP O
( ( O O
'Artemisia NN B-NP O
dracunculus NN I-NP O
' POS I-NP O
L. NP I-NP O
) ) I-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
perennial NN I-NP I-GENUS
herb NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
family NN I-PP O
Asteraceae NNS I-PP O
related VVN B-VP O
to TO B-PP O
wormwood NN I-PP O
. . O O

A DT B-NP O
Tax NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
financial JJ B-NP B-HYPER
charge NN I-NP I-HYPER
or CC B-VP O
JJ ADJP O O
levy NN B-NP B-HYPER
imposed VVN B-VP O
on IN B-PP O
an DT I-PP O
individual NN I-PP O
or CC O O
a DT B-NP O
legal JJ I-NP O
entity NN I-NP O
by IN B-PP O
a DT I-PP O
state NN I-PP O
or CC O O
a DT B-NP O
functional JJ I-NP O
equivalent NN I-NP O
of IN B-PP O
a DT I-PP O
state NN I-PP O
( ( O O
for IN B-PP O
example NN I-PP O
, , O O
secessionist NN B-NP O
movements NNS I-NP O
or CC O O
revolutionary JJ B-NP O
movements NNS I-NP O
) ) O O
. . O O

A DT B-NP O
Tensor NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
object NN B-NP B-HYPER
which WDT B-NP O
extends VVZ B-VP O
the DT B-NP O
notion NN I-NP O
of IN B-PP O
scalar NN I-PP O
, , I-PP O
vector NN I-PP O
, , I-PP O
and CC I-PP O
matrix NN I-PP O
. . O O

The DT B-NP O
Terraforming NP I-NP B-TERM
( ( O O
RB ADVP O O
, , O O
" `` O O
Earth-shaping NP B-NP O
" '' O O
) ) O O
of IN B-PP O
a DT I-PP O
planet NN I-PP O
, , O O
moon NN B-NP O
, , O O
or CC O O
other JJ B-NP O
body NN I-NP O
is VBZ B-VP O
the DT B-NP O
hypothetical JJ I-NP O
process NN I-NP O
of IN B-PP O
RB ADJP O B-GENUS
modifying VVG B-VP B-HYPER
its PP$ B-NP O
atmosphere NN I-NP O
, , O O
temperature NN B-NP O
, , O O
surface NN B-NP O
topography NN I-NP O
or CC I-NP O
ecology NN I-NP O
to TO B-VP O
be VB I-VP O
JJ ADJP O O
to TO B-PP O
those DT I-PP O
of IN I-PP O
Earth NP I-PP O
in IN I-PP O
order NN I-PP O
to TO B-VP O
make VV I-VP O
it PP B-NP O
JJ ADJP O O
by IN B-PP O
humans NNS I-PP O
. . O O

In IN I-PP O
thermodynamics NN I-PP O
and CC I-PP O
physical JJ I-PP O
chemistry NN I-PP O
, , O O
Thermochemistry NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP O
study NN I-NP O
of IN B-PP O
the DT B-PP B-GENUS
heat NN B-PP B-HYPER
evolved VVN B-VP O
or CC O O
absorbed VVN B-VP O
in IN B-PP O
chemical NN I-PP O
reactions NNS I-PP O
. . O O

A DT B-NP O
Thesaurus NP I-NP B-TERM
is VBZ B-VP O
JJ ADJP O O
to TO B-PP O
a DT B-PP B-GENUS
dictionary NN B-NP B-HYPER
, , O O
but CC O O
RB ADVP O O
of IN B-PP O
definitions NNS I-PP O
and CC I-PP O
pronunciations NNS I-PP O
, , O O
it PP B-NP O
contains VVZ B-VP O
synonyms NNS B-NP O
and CC O O
RB ADVP O O
antonyms NNS B-NP O
. . O O

The DT I-NP O
Thyroid NP I-NP B-TERM
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT B-PP B-GENUS
largest JJS I-PP I-GENUS
endocrine JJ B-NP B-HYPER
glands NNS I-NP I-HYPER
in IN B-PP O
the DT I-PP O
body NN I-PP O
. . O O

In IN I-PP O
current JJ I-PP O
usage NN I-PP O
, , O O
Tifinagh NP B-NP B-TERM
RB ADVP O O
refers VVZ B-VP O
to TO B-PP O
( ( O O
variants NNS B-NP O
of IN B-PP O
) ) O O
the NP B-NP B-GENUS
Neo-Tifinagh NP B-NP B-HYPER
developed VVN B-VP O
by IN B-PP O
the DT I-PP O
lang JJ I-PP O
in IN I-PP O
the DT I-PP O
